date,name,symbol,text,time,title,tweet_id,user_id,user_name
06-10-2016,Chuck,TWTR,$TWTR slaughtered 🐷🐷🐷🐷🐷,19:57:06,Twitter,64200825.0,201464,Cjgross78
06-10-2016,Doug Marshall,AUPH,$AUPH 3 weeks ago we couldn&#39;t get volume over 500000 lol,19:59:01,Aurinia Pharmaceuticals Inc.,64201073.0,831151,m5161633
06-10-2016,Shane Brown,AUPH,"$AUPH Happy with 25% gain for today, Looking forward for what tomorrow brings",19:58:49,Aurinia Pharmaceuticals Inc.,64201052.0,810895,Shane54
06-10-2016,Dan Juan,AUPH,$AUPH BIG # BIDS,19:58:30,Aurinia Pharmaceuticals Inc.,64201006.0,844534,Goat_Trader
06-10-2016,Alex. Trubach,AUPH,"$AUPH $5.10 close,5.15-5.30 AH my guess",19:58:28,Aurinia Pharmaceuticals Inc.,64201000.0,435343,Trubach
06-10-2016,Free Stock Picks,AUPH,"$AUPH Staying short this stock overnight, priceless, literally! Buyout, partnership, 70% remission rate!",19:58:10,Aurinia Pharmaceuticals Inc.,64200957.0,641016,StockAuthority
06-10-2016,MONTY,AUPH,$AUPH,19:59:27,Aurinia Pharmaceuticals Inc.,64201145.0,685702,monty4
06-10-2016,Shaun Michaelsen,AUPH,$AUPH 1 minute left. Can the AH be as good as last nights??,19:59:11,Aurinia Pharmaceuticals Inc.,64201102.0,832983,quake120
06-10-2016,Free Stock Picks,AUPH,$AUPH Tag your favorite bear in this thread!,19:59:08,Aurinia Pharmaceuticals Inc.,64201095.0,641016,StockAuthority
06-10-2016,Shahrier Mohammed,AUPH,$AUPH 1 MORE MIN NO DROPS YET...HERE COMES AH NEWS AND PM NEWS...STRAIGHT AHEAD!!!,19:59:05,Aurinia Pharmaceuticals Inc.,64201084.0,837785,Decipher
06-10-2016,Shae Dougall,AUPH,"$AUPH Well, I guess I&#39;m holding overnight. Why not? I&#39;m still basically even (in at $5.13)",19:59:56,Aurinia Pharmaceuticals Inc.,64201216.0,821091,spigelwii
06-10-2016,Ricest,AUPH,$AUPH pump pump pump!!,19:59:52,Aurinia Pharmaceuticals Inc.,64201204.0,845750,ricest
06-10-2016,cameran dalili,AUPH,"$AUPH not bashing folks, it&#39;s a nice drug..just beware of dilution",19:59:50,Aurinia Pharmaceuticals Inc.,64201196.0,738886,frozen_balls
06-10-2016,Daniel Barrett,AUPH,$AUPH check out the volume into close ooooo yeahhhhh &quot; Randy savage voice &quot;,19:59:45,Aurinia Pharmaceuticals Inc.,64201191.0,720914,DB868
06-10-2016,Mr. Hairy,AUPH,$AUPH @Jstockbrokers I think this will have a very bullish closing today. Or at least I hope so.,19:59:42,Aurinia Pharmaceuticals Inc.,64201185.0,847361,HairyShares
06-10-2016,Zach Sterling,TWTR,$TWTR unimaginable the board lets a part time CEO run a turnaround.  Turnarounds take 200% not 50%.,19:59:46,Twitter,64201192.0,750750,zachsterling
06-10-2016,max,TWTR,$TWTR Dorsey is bad,19:58:58,Twitter,64201067.0,145766,mxkiller1
06-10-2016,MadDollarBill,TWTR,$TWTR this is,19:58:38,Twitter,64201023.0,713377,MadDollarBill
06-10-2016,T Ho,CGC.CA,"$CGC.CA Either way, these are historic chart movements. The fact that it will happen numerous times over the next decade should exite you.",19:57:56,Canopy Growth Corp.,64200932.0,826617,lockandbarrel
06-10-2016,Max_Gainz,CGC.CA,$CGC.CA ACB still up 9%.. What a ride.,19:56:10,Canopy Growth Corp.,64200655.0,474439,Load_the_boat
06-10-2016,getshorty,CGC.CA,$CGC.CA In the end a day ending in -2% won&#39;t scare all the new people coming into this sector.That would be a win for today,19:54:55,Canopy Growth Corp.,64200476.0,129392,getshorty77
06-10-2016,TickWatcher,CMCSA,"Top Money Flow In
Market: $SPY $USMV $UTX $WFC $BAC ...
Nasdaq: $GILD $KLAC $QCOM $TEVA $CMCSA ...
SP500: $BAC $GILD $KLAC $T $QCOM ...",20:01:01,Comcast Corporation,64201393.0,684370,TickWatcher
06-10-2016,TickWatcher,GILD,"Top Money Flow In
Market: $SPY $USMV $UTX $WFC $BAC ...
Nasdaq: $GILD $KLAC $QCOM $TEVA $CMCSA ...
SP500: $BAC $GILD $KLAC $T $QCOM ...",20:01:01,Gilead Sciences Inc.,64201393.0,684370,TickWatcher
06-10-2016,TickWatcher,KLAC,"Top Money Flow In
Market: $SPY $USMV $UTX $WFC $BAC ...
Nasdaq: $GILD $KLAC $QCOM $TEVA $CMCSA ...
SP500: $BAC $GILD $KLAC $T $QCOM ...",20:01:01,KLA-Tencor Corporation,64201393.0,684370,TickWatcher
06-10-2016,TickWatcher,QCOM,"Top Money Flow In
Market: $SPY $USMV $UTX $WFC $BAC ...
Nasdaq: $GILD $KLAC $QCOM $TEVA $CMCSA ...
SP500: $BAC $GILD $KLAC $T $QCOM ...",20:01:01,QUALCOMM Incorporated,64201393.0,684370,TickWatcher
06-10-2016,TickWatcher,TEVA,"Top Money Flow In
Market: $SPY $USMV $UTX $WFC $BAC ...
Nasdaq: $GILD $KLAC $QCOM $TEVA $CMCSA ...
SP500: $BAC $GILD $KLAC $T $QCOM ...",20:01:01,Teva Pharmaceutical Industries Limited,64201393.0,684370,TickWatcher
06-10-2016,TickWatcher,BAC,"Top Money Flow In
Market: $SPY $USMV $UTX $WFC $BAC ...
Nasdaq: $GILD $KLAC $QCOM $TEVA $CMCSA ...
SP500: $BAC $GILD $KLAC $T $QCOM ...",20:01:01,Bank of America Corporation,64201393.0,684370,TickWatcher
06-10-2016,TickWatcher,SPY,"Top Money Flow In
Market: $SPY $USMV $UTX $WFC $BAC ...
Nasdaq: $GILD $KLAC $QCOM $TEVA $CMCSA ...
SP500: $BAC $GILD $KLAC $T $QCOM ...",20:01:01,SPDR S&P 500,64201393.0,684370,TickWatcher
06-10-2016,TickWatcher,T,"Top Money Flow In
Market: $SPY $USMV $UTX $WFC $BAC ...
Nasdaq: $GILD $KLAC $QCOM $TEVA $CMCSA ...
SP500: $BAC $GILD $KLAC $T $QCOM ...",20:01:01,"AT&T, Inc.",64201393.0,684370,TickWatcher
06-10-2016,TickWatcher,UTX,"Top Money Flow In
Market: $SPY $USMV $UTX $WFC $BAC ...
Nasdaq: $GILD $KLAC $QCOM $TEVA $CMCSA ...
SP500: $BAC $GILD $KLAC $T $QCOM ...",20:01:01,United Technologies Corp.,64201393.0,684370,TickWatcher
06-10-2016,TickWatcher,WFC,"Top Money Flow In
Market: $SPY $USMV $UTX $WFC $BAC ...
Nasdaq: $GILD $KLAC $QCOM $TEVA $CMCSA ...
SP500: $BAC $GILD $KLAC $T $QCOM ...",20:01:01,Wells Fargo & Company,64201393.0,684370,TickWatcher
06-10-2016,TickWatcher,USMV,"Top Money Flow In
Market: $SPY $USMV $UTX $WFC $BAC ...
Nasdaq: $GILD $KLAC $QCOM $TEVA $CMCSA ...
SP500: $BAC $GILD $KLAC $T $QCOM ...",20:01:01,iShares MSCI USA Min Volatility,64201393.0,684370,TickWatcher
06-10-2016,Rajiv P,TWTR,$TWTR its gonna be fun tomorrow.. how ws is manipulating the price..options working well for them..,20:01:14,Twitter,64201445.0,804191,myequities
06-10-2016,bottomcaller,TWTR,$TWTR $26 when you wake up Monday ahhhhh,20:01:07,Twitter,64201415.0,703557,bottomcaller
06-10-2016,Jon Alexander,TWTR,$TWTR chasing ad dollars via social media apps is NOT capital efficient,20:01:07,Twitter,64201414.0,855065,CodeMercury
06-10-2016,DK,TWTR,$TWTR well that hurts...,20:00:46,Twitter,64201347.0,634351,kode
06-10-2016,Jay adams,TWTR,"$TWTR My first post on stock twits :) Hi guys.... I lost $1,000 this morning on Twitter :/",20:00:45,Twitter,64201344.0,844132,mensajay2
06-10-2016,Champion,GOOG,$TWTR We are not interested in this Twitter junk  $GOOG $GOOGL $CRM $DIS,20:00:34,Alphabet Inc. Class C,64201320.0,266909,Championinvestor
06-10-2016,Champion,CRM,$TWTR We are not interested in this Twitter junk  $GOOG $GOOGL $CRM $DIS,20:00:34,Salesforce.com,64201320.0,266909,Championinvestor
06-10-2016,Champion,DIS,$TWTR We are not interested in this Twitter junk  $GOOG $GOOGL $CRM $DIS,20:00:34,Walt Disney Co.,64201320.0,266909,Championinvestor
06-10-2016,Champion,TWTR,$TWTR We are not interested in this Twitter junk  $GOOG $GOOGL $CRM $DIS,20:00:34,Twitter,64201320.0,266909,Championinvestor
06-10-2016,Champion,GOOGL,$TWTR We are not interested in this Twitter junk  $GOOG $GOOGL $CRM $DIS,20:00:34,Alphabet Inc. Class A,64201320.0,266909,Championinvestor
06-10-2016,SLNS1,TWTR,$TWTR BO news AH today,20:00:32,Twitter,64201313.0,553375,SLNS1
06-10-2016,Freddy shorts,GNK,"$GNK covered for a huge gain! 
Congrats shorts.. this was such a confidence booster
After a few bad losses

I personally think
More downside",20:00:41,Genco Shipping & Trading Ltd.,64201333.0,607154,theshortestseller
06-10-2016,InverseOne,GNK,$GNK Genco Shipping - SPECULATION - Although I exited my position I anticipate larger slide downward.  Always lock in big gains by EOD,19:57:09,Genco Shipping & Trading Ltd.,64200830.0,260396,InverseOne
06-10-2016,InverseOne,GNK,$GNK  Genco Shipping &amp; Trading SPECULATION -Existing SHORT from 7.8X Averaged out of entire position at 6.3X for a 1.5X GAIN on huge size.,19:53:52,Genco Shipping & Trading Ltd.,64200292.0,260396,InverseOne
06-10-2016,Agjustin,GNK,$GNK $5 tomorrow,19:52:48,Genco Shipping & Trading Ltd.,64200146.0,466301,agjustin
06-10-2016,DYNO,GNK,$GNK Pumpers you&#39;re not doing a very good job anymore.,19:52:26,Genco Shipping & Trading Ltd.,64200093.0,679543,drewstapleton
06-10-2016,Vincent Mcgayver,GNK,$GNK slaughter,19:52:11,Genco Shipping & Trading Ltd.,64200060.0,750773,supatrupah
06-10-2016,FroZenicecream,GNK,$GNK bye bye under $6.30 now,19:51:42,Genco Shipping & Trading Ltd.,64199994.0,603708,frozenicecream
06-10-2016,Old Turkey,GNK,$GNK everyone please welcome new $FML member on this huge rally ... now let blood sucking to begin,19:51:18,Genco Shipping & Trading Ltd.,64199939.0,5625,Partridge
06-10-2016,Profit TradingRoom,GNK,"$GNK $KTOV $AUPH $CRBP all looking kinda similar...
They had great run today to make us profit but now it&#39;s bye time",19:39:12,Genco Shipping & Trading Ltd.,64198176.0,449170,ProfitTradeRoom
06-10-2016,Profit TradingRoom,AUPH,"$GNK $KTOV $AUPH $CRBP all looking kinda similar...
They had great run today to make us profit but now it&#39;s bye time",19:39:12,Aurinia Pharmaceuticals Inc.,64198176.0,449170,ProfitTradeRoom
06-10-2016,Profit TradingRoom,KTOV,"$GNK $KTOV $AUPH $CRBP all looking kinda similar...
They had great run today to make us profit but now it&#39;s bye time",19:39:12,Kitov Pharmaceuticals,64198176.0,449170,ProfitTradeRoom
06-10-2016,Profit TradingRoom,CRBP,"$GNK $KTOV $AUPH $CRBP all looking kinda similar...
They had great run today to make us profit but now it&#39;s bye time",19:39:12,Corbus Pharmaceuticals Holdings Inc,64198176.0,449170,ProfitTradeRoom
06-10-2016,m layne,AUPH,$AUPH shorts covering at 5.11,20:01:59,Aurinia Pharmaceuticals Inc.,64201588.0,543008,mlayne
06-10-2016,BryanU,AUPH,$AUPH remember when that guy posted...&quot;I thought this was supposed to go up towards close&quot;.,20:01:55,Aurinia Pharmaceuticals Inc.,64201576.0,849508,BearRugManufacturer
06-10-2016,F U,AUPH,"$AUPH Like StockAuthority said, tag your favorite short on this graphic!",20:01:36,Aurinia Pharmaceuticals Inc.,64201497.0,809390,fu2fu2
06-10-2016,Soulbrotha,AUPH,$AUPH Up $1 today +25% and ain&#39;t nowhere near top,20:01:25,Aurinia Pharmaceuticals Inc.,64201467.0,841693,soulbrotha
06-10-2016,Ric Howe,AUPH,$AUPH suprised was lower than VWAP,20:01:23,Aurinia Pharmaceuticals Inc.,64201463.0,780575,rhdesignsllc
06-10-2016,E Wick,AUPH,"$AUPH Was expecting it to close at $5.09. Will be watching after-hours in the morning, have a feeling we&#39;re going to close at $6.00 tomorrow",20:01:22,Aurinia Pharmaceuticals Inc.,64201458.0,652595,ewick
06-10-2016,Shawn Gong,AUPH,$AUPH 5.10 is brilliant SOLID,20:01:17,Aurinia Pharmaceuticals Inc.,64201450.0,853598,blockman11
06-10-2016,Vishal Ali,AUPH,$AUPH DEF CANT WAIT FOR TOM,20:01:12,Aurinia Pharmaceuticals Inc.,64201435.0,850957,007InVesToR
06-10-2016,nano,AUPH,$AUPH It will go up after hours,20:01:11,Aurinia Pharmaceuticals Inc.,64201432.0,825871,nano1
06-10-2016,AnonymousInvester,AUPH,$AUPH haha I was right on the money! Close At 5.10,20:01:01,Aurinia Pharmaceuticals Inc.,64201397.0,679503,AnonymousInvester
06-10-2016,BryanU,AUPH,$AUPH say what you want. Up over 25% and just built a massive floor.  With bear rugs and all.,20:01:00,Aurinia Pharmaceuticals Inc.,64201390.0,849508,BearRugManufacturer
06-10-2016,Alex. Trubach,AUPH,$AUPH like i said $5.10 will close,20:00:54,Aurinia Pharmaceuticals Inc.,64201367.0,435343,Trubach
06-10-2016,g,AUPH,$AUPH    Another nice close,20:00:50,Aurinia Pharmaceuticals Inc.,64201359.0,801556,gmfgmf53
06-10-2016,Daniel Barrett,AUPH,$AUPH that my friends is how to finish strong!,20:00:47,Aurinia Pharmaceuticals Inc.,64201350.0,720914,DB868
06-10-2016,Leo Bone,AUPH,$AUPH Was this another strong close? Just checking...,20:00:45,Aurinia Pharmaceuticals Inc.,64201342.0,831055,Profecta
06-10-2016,Michael B,AUPH,$AUPH Great job avoiding shakeout 5$ is s great floor.,20:00:42,Aurinia Pharmaceuticals Inc.,64201336.0,810400,mblizzy85
06-10-2016,Adam Carter,AUPH,"$AUPH +26% on the close. Beautiful day, longs.",20:00:40,Aurinia Pharmaceuticals Inc.,64201330.0,802851,Adam_TheCarter
06-10-2016,Shahrier Mohammed,AUPH,$AUPH 5.10 CLOSE GREATA GUYS,20:00:36,Aurinia Pharmaceuticals Inc.,64201326.0,837785,Decipher
06-10-2016,Billy Legal,AUPH,$AUPH MACHO MAN,20:00:33,Aurinia Pharmaceuticals Inc.,64201318.0,376094,BillyLegal
06-10-2016,Lord_Baltimore,AUPH,$AUPH strong close. No sell offs.,20:00:30,Aurinia Pharmaceuticals Inc.,64201304.0,809776,lord_baltimore
06-10-2016,chad,AUPH,$AUPH great close!!!!!!!!!!!!!!,20:00:30,Aurinia Pharmaceuticals Inc.,64201301.0,759407,The_Romes
06-10-2016,Kai,AUPH,"$AUPH Held $5, Brilliant! Go LONG!",20:00:29,Aurinia Pharmaceuticals Inc.,64201299.0,694412,tyee16
06-10-2016,Silkysmooth,AUPH,$AUPH same here 5.11,20:00:25,Aurinia Pharmaceuticals Inc.,64201282.0,841235,silkysmooth
06-10-2016,Doug Marshall,AUPH,$AUPH great close,20:00:20,Aurinia Pharmaceuticals Inc.,64201270.0,831151,m5161633
06-10-2016,Ric Howe,AUPH,$AUPH @IWASWRONG,20:00:17,Aurinia Pharmaceuticals Inc.,64201258.0,780575,rhdesignsllc
06-10-2016,kylia,AUPH,$AUPH nice close!,20:00:08,Aurinia Pharmaceuticals Inc.,64201247.0,785918,kylia
06-10-2016,101camshaft,AUPH,$AUPH My employees can tell when I am happy !!!,20:00:08,Aurinia Pharmaceuticals Inc.,64201245.0,834192,101camshaft
06-10-2016,Susan Benson,TWTR,$TWTR GL if holding AH.,20:02:19,Twitter,64201636.0,659481,ssnbnsn
06-10-2016,Bruce J Moschella,TWTR,$TWTR $18.50 coming. Once it gets there we will see the long potential.  #nfl  #google  #rumors  #bullish,20:02:04,Twitter,64201602.0,66964,GIR_MARKETS
06-10-2016,Chartstructor,TWTR,$TWTR tom it drops to 50 day MA,20:02:01,Twitter,64201600.0,484208,Chartstructor
06-10-2016,Bernard,TWTR,$TWTR  longs better hope news today,20:01:58,Twitter,64201585.0,845667,Knight_78
06-10-2016,js,TWTR,$TWTR Closed near high of day according ro some sources,20:01:50,Twitter,64201558.0,666549,js4
06-10-2016,rrozell,TWTR,"$TWTR Pinned it to -$5.00 even, alittle salt rub.",20:01:46,Twitter,64201535.0,147048,EastTexas
06-10-2016,John M,TWTR,$TWTR Big Fun!😳👍🏻😂. I&#39;m in😁,20:01:45,Twitter,64201533.0,376167,RedDog993
06-10-2016,The Naked Poet,TWTR,$TWTR I had to collect bottles and cans today because of this,20:01:44,Twitter,64201525.0,388853,TGMF
06-10-2016,The Options Insider,VIX,"#OptionBlock is live right now via http://mixlr.com/options-insider w/@optionpit @optionvol @rcmalts. Topics: $VIX, $TWTR, $DB $JPM and more...",20:01:44,CBOE Volatility Index,64201522.0,176375,OptionsInsider
06-10-2016,The Options Insider,DB,"#OptionBlock is live right now via http://mixlr.com/options-insider w/@optionpit @optionvol @rcmalts. Topics: $VIX, $TWTR, $DB $JPM and more...",20:01:44,Deutsche Bank AG,64201522.0,176375,OptionsInsider
06-10-2016,The Options Insider,JPM,"#OptionBlock is live right now via http://mixlr.com/options-insider w/@optionpit @optionvol @rcmalts. Topics: $VIX, $TWTR, $DB $JPM and more...",20:01:44,JPMorgan Chase & Co.,64201522.0,176375,OptionsInsider
06-10-2016,The Options Insider,TWTR,"#OptionBlock is live right now via http://mixlr.com/options-insider w/@optionpit @optionvol @rcmalts. Topics: $VIX, $TWTR, $DB $JPM and more...",20:01:44,Twitter,64201522.0,176375,OptionsInsider
06-10-2016,bottomcaller,TWTR,$TWTR Thursday night football tonight Sunday night debate. Looks like a lot of advertising to me leading up to it ooooo,20:01:42,Twitter,64201518.0,703557,bottomcaller
06-10-2016,optionmaster,TWTR,$TWTR I never regretted being on the wrong side of the move as much as I was bitterly sorry when I sold the position that turned PROFITABLE,20:01:42,Twitter,64201517.0,250630,optionmaster_1
06-10-2016,Johnny Pulliam,TWTR,"$TWTR If Twitter announces Buy Out talk are off, this stock will tank.  I have never seen a stock with so much negative reports as Twitter",20:01:32,Twitter,64201488.0,480350,jpull79169
06-10-2016,OptionWins,TWTR,$TWTR that is one big fearful crowd today. Even the dip buys don&#39;t want to bite....lol,20:01:31,Twitter,64201483.0,552525,OptionWins
06-10-2016,Nicholas,AMZN,"@AXE_EVERYTHING I was referring to the past few weeks. $AMZN at ATHs, $NFLX up about $12, $FB flat.",20:02:00,Amazon.com Inc.,64201595.0,357534,Ravel
06-10-2016,Nicholas,NFLX,"@AXE_EVERYTHING I was referring to the past few weeks. $AMZN at ATHs, $NFLX up about $12, $FB flat.",20:02:00,"Netflix, Inc.",64201595.0,357534,Ravel
06-10-2016,Nicholas,FB,"@AXE_EVERYTHING I was referring to the past few weeks. $AMZN at ATHs, $NFLX up about $12, $FB flat.",20:02:00,Facebook,64201595.0,357534,Ravel
06-10-2016,Bo,FB,$FB well that sucked.. maybe tomorrow like I said yesterday&#39;s,20:00:28,Facebook,64201290.0,693597,bo2
06-10-2016,Fred Logan 2,FB,"$FB Stop touting products with the word &quot;free&quot;
In them please. We need PROFITS!!!! hehe😂",19:54:53,Facebook,64200472.0,766538,fredlogan2
06-10-2016,Fred Logan 2,FB,"$FB I&#39;m surprised they held
It green today. Stock non-grata supreme. It&#39;s time will come very soon. 10/17 to
Be exact. Hang in there baby!",19:53:45,Facebook,64200270.0,766538,fredlogan2
06-10-2016,Clark Joseph Kent,FB,Washington Post: Facebook pushing Free Basics in talks with U.S. government $FB @facebook http://bit.ly/TTSFBAW,19:52:18,Facebook,64200074.0,257806,JorelLaraKalel
06-10-2016,Fred Logan 2,FB,"$FB I will meet you in a shop in the UK and we will go shopping together. Etc etc. we will
See a film together etc etc. awesome.",19:50:30,Facebook,64199829.0,766538,fredlogan2
06-10-2016,Fred Logan 2,FB,$FB This is Zucks demo of the VR avatar system. https://www.facebook.com/zuck/posts/10103154542263811 I was taking about this 1.5 years ago. Next will be more lifelike.,19:49:01,Facebook,64199634.0,766538,fredlogan2
06-10-2016,Nicholas,FB,$FB Exited my weekly puts. Took a small loss due to commissions. Better safe than sorry.,19:48:40,Facebook,64199572.0,357534,Ravel
06-10-2016,Clark Joseph Kent,FB,"WSJ: Snap Inc. preparing for IPO, $25B valuation cited @wsj @snapchat $CHAT $FB @instagram",19:47:35,Facebook,64199429.0,257806,JorelLaraKalel
06-10-2016,The Wizard (JohnC),FB,$FB shaking and baking today on the intraday 10min chart. imo mm&#39;s having fun today. imo,19:46:45,Facebook,64199289.0,532213,StockBookie
06-10-2016,bikertrader,AMD,$FB $AMD http://www.theverge.com/2016/10/6/13176812/oculus-connect-3-touch-vr-games,19:42:31,"Advanced Micro Devices, Inc.",64198667.0,399362,bikertrader
06-10-2016,bikertrader,FB,$FB $AMD http://www.theverge.com/2016/10/6/13176812/oculus-connect-3-touch-vr-games,19:42:31,Facebook,64198667.0,399362,bikertrader
06-10-2016,thestockmonitor,FB,EBay Makes A Quiet Acquisition To Add To Machine Learning Capabilities http://www.benzinga.com/analyst-ratings/analyst-color/16/10/8538283/ebay-makes-a-quiet-acquisition-to-add-to-machine-learnin $FB #stocks,19:38:11,Facebook,64198022.0,642977,thestockmonitor
06-10-2016,Jean,FB,"$TWTR below $15b market cap, vs $371b $FB - I don&#39;t know, makes no sense the negativity about this company is so epidemically spread.",19:35:26,Facebook,64197639.0,256463,JeanLuq
06-10-2016,Jean,TWTR,"$TWTR below $15b market cap, vs $371b $FB - I don&#39;t know, makes no sense the negativity about this company is so epidemically spread.",19:35:26,Twitter,64197639.0,256463,JeanLuq
06-10-2016,Throwthedamnbowl,FB,"$FB When this hurricane hits hard, $FB will be the savior for so many. Tons of live hurricane on this. This pops",19:34:17,Facebook,64197454.0,346180,lousyjets
06-10-2016,Monica,FB,$TWTR how about Snapchat IPO? $FB,19:33:08,Facebook,64197303.0,490503,MonicaBB
06-10-2016,Monica,TWTR,$TWTR how about Snapchat IPO? $FB,19:33:08,Twitter,64197303.0,490503,MonicaBB
06-10-2016,Sean D. Emory,FB,SnapChat looking to IPO when completion heats up from the likes of $FB and others. Seems like somebody wants to cash in. $SNAP $FB,19:33:04,Facebook,64197291.0,237666,SeanDavid
06-10-2016,Sean D. Emory,SNAP,SnapChat looking to IPO when completion heats up from the likes of $FB and others. Seems like somebody wants to cash in. $SNAP $FB,19:33:04,Snapchat,64197291.0,237666,SeanDavid
06-10-2016,Siemen,AMD,"$AMD $FB oculus teases standalone VR headset, AMD GPU inside maybe?",19:31:53,"Advanced Micro Devices, Inc.",64197106.0,692979,SARims
06-10-2016,Siemen,FB,"$AMD $FB oculus teases standalone VR headset, AMD GPU inside maybe?",19:31:53,Facebook,64197106.0,692979,SARims
06-10-2016,Chris,GILD,$GILD I refuse to invest in anything where the management team is dumping like the ship is sining.  $FB is another dog.,19:30:39,Gilead Sciences Inc.,64196922.0,750055,Climber
06-10-2016,Chris,FB,$GILD I refuse to invest in anything where the management team is dumping like the ship is sining.  $FB is another dog.,19:30:39,Facebook,64196922.0,750055,Climber
06-10-2016,Martin,FB,$FB power hour,19:28:25,Facebook,64196594.0,105073,OmJaidurgi
06-10-2016,Martin,FB,$FB 129+ close in the pier hour.,19:28:09,Facebook,64196561.0,105073,OmJaidurgi
06-10-2016,buy low,FB,"Bugz do excuse my lack of knowledge, does $ and # information flow into $FB as well (don&#39;t own a Facebook account)? Only $TWTR",19:27:09,Facebook,64196423.0,529798,buylowsc
06-10-2016,buy low,TWTR,"Bugz do excuse my lack of knowledge, does $ and # information flow into $FB as well (don&#39;t own a Facebook account)? Only $TWTR",19:27:09,Twitter,64196423.0,529798,buylowsc
06-10-2016,Estrdr,FB,$FB  zuck throwing around 250m   here and there   like its nufin!,19:26:04,Facebook,64196287.0,116603,Estrdr
06-10-2016,$peedy Calls,FB,"Facebook and Oculus commit $250M+ for VR content, diversity, education $FB via TechCrunch  https://techcrunch.com/2016/10/06/diverse-vr/",19:24:39,Facebook,64196090.0,687940,SpeedyCalls
06-10-2016,TheStreet,FB,"How Facebook, Google and Twitter Are Attracting More and More Political Ad Dollars $FB http://dlvr.it/MPgm9b",19:21:00,Facebook,64195563.0,16412,TheStreet
06-10-2016,Marniepants,AAPL,$AAPL $DIS $FB - good SP action today,19:15:29,Apple Inc.,64194772.0,587307,ThePants
06-10-2016,Marniepants,DIS,$AAPL $DIS $FB - good SP action today,19:15:29,Walt Disney Co.,64194772.0,587307,ThePants
06-10-2016,Marniepants,FB,$AAPL $DIS $FB - good SP action today,19:15:29,Facebook,64194772.0,587307,ThePants
06-10-2016,Finzine,FB,$FB Virtual-Reality Headset Sales To Soar With Sony PlayStation VR Launch http://www.investors.com/news/technology/click/virtual-reality-headset-sales-to-soar-with-sony-playstation-vr-launch/,19:15:01,Facebook,64194717.0,839813,finzine
06-10-2016,Ordinary Trader,AAPL,$AAPL $FB $WMT take a look at the closing bell https://www.stockharp.com/articles/bloomberg-tv-live-stream,19:14:19,Apple Inc.,64194615.0,827159,booleanxz
06-10-2016,Ordinary Trader,WMT,$AAPL $FB $WMT take a look at the closing bell https://www.stockharp.com/articles/bloomberg-tv-live-stream,19:14:19,Walmart Stores Inc.,64194615.0,827159,booleanxz
06-10-2016,Ordinary Trader,FB,$AAPL $FB $WMT take a look at the closing bell https://www.stockharp.com/articles/bloomberg-tv-live-stream,19:14:19,Facebook,64194615.0,827159,booleanxz
06-10-2016,Edison,AUPH,"$AUPH Great close today, got in this morning when it dipped to 5.1, could have sold it at $5.50 multiple times but holding it for $5.5-6 tmr",20:03:01,Aurinia Pharmaceuticals Inc.,64201753.0,849180,mrworldwidellc
06-10-2016,WhereWolf34,AUPH,$AUPH about 2%,20:02:56,Aurinia Pharmaceuticals Inc.,64201741.0,822142,wherewolf34
06-10-2016,Ron,AUPH,"$AUPH I honestly thought slightly higher close (peeps trying to get in)
This had to pull beck a little today.
Tomorrow will be great also!!!",20:02:55,Aurinia Pharmaceuticals Inc.,64201737.0,823303,ron90
06-10-2016,AnonymousInvester,AUPH,$AUPH I was right :),20:02:55,Aurinia Pharmaceuticals Inc.,64201735.0,679503,AnonymousInvester
06-10-2016,Aka Budfoxwallst,AUPH,$AUPH cheers🤑🤑🤑🙌🙌,20:02:50,Aurinia Pharmaceuticals Inc.,64201720.0,693421,SirLarryWildman
06-10-2016,pipa,AUPH,$AUPH - What is the short interest on AUPH ?,20:02:41,Aurinia Pharmaceuticals Inc.,64201691.0,851092,andy21
06-10-2016,Michael B,AUPH,$AUPH no on listen to this guy. Always wrong,20:02:28,Aurinia Pharmaceuticals Inc.,64201657.0,810400,mblizzy85
06-10-2016,Currey Thomas,AUPH,$AUPH I hate those last 3 minutes. scared of them ever since 9/30! it worked out and today looks a lot like that day. Look where it&#39;s at now,20:02:26,Aurinia Pharmaceuticals Inc.,64201652.0,539776,curreythomas
06-10-2016,Tim Turenne,CGC.CA,"$CGC.CA trail stop did not rise from 4.68 today. We use 10ema trend, macd-h rise/fall as momo shift",20:02:01,Canopy Growth Corp.,64201598.0,194947,Cycletrade
06-10-2016,DAILYALERTS,TSCO,$HD $LOW $HDS $TSCO Generators in the fall Snow Blowers in the winter $UWTI $UGAZ,19:53:42,Tractor Supply Company,64200259.0,487487,dailyalerts
06-10-2016,DAILYALERTS,HD,$HD $LOW $HDS $TSCO Generators in the fall Snow Blowers in the winter $UWTI $UGAZ,19:53:42,"The Home Depot, Inc.",64200259.0,487487,dailyalerts
06-10-2016,DAILYALERTS,LOW,$HD $LOW $HDS $TSCO Generators in the fall Snow Blowers in the winter $UWTI $UGAZ,19:53:42,Lowe's Companies Inc.,64200259.0,487487,dailyalerts
06-10-2016,DAILYALERTS,UGAZ,$HD $LOW $HDS $TSCO Generators in the fall Snow Blowers in the winter $UWTI $UGAZ,19:53:42,VelocityShares 3x Long Natural Gas ETN,64200259.0,487487,dailyalerts
